Label,Text
1,我以前买过也见到新笔记本都有屏幕保护膜，这次没有，不会是返修或用过的吧，肯请大家告诉你们也是吗？
1,不知为啥不自带到2G内存，标配的VISTA系统根本跑不动，配了这个系统起码要跑起来吧，这个不合理。
1,换了3张正版xp光盘也没法启动，更别谈安装了。实在不明白。我已经按要求修改了CMOS中的SATA为disabled了。 这本子没法用了，要求退货！
1,今天才拿到，试了下机。屏幕大效果好，玩游戏、看HD都不错，毕竟显卡还是比较强劲的。 散热也不错，风扇比较安静。
1,11寸比8.9寸的屏幕看着好多了。 体积不是很大，重量稍重，还算方便携带。 改装系统不是特别麻烦，就是硬盘格式化和重新分区浪费了不少时间。 续航能力很强，连续用7个小时都没有问题。 属于上网本主流配置的中高档水平了。 价格比较实惠。
0,买完第二天老总去电脑商场一看，一样的东西送包+鼠标5300就拿下，郁闷！！！！大家算算差价吧
1,内存太小而且不能加只能换，只有一个内存插槽。运行慢的要死，想办法换成XP。
1,白色钢琴烤漆很漂亮，声音效果很棒，对于用来上上网，做些文字办公，看看电影，只要不超级大片的完全够用了，关键是便捷性很好。
1,"先借用老徐在这本书封面上的话说:?读聪明女人的书是种享受,会心,不累...?看过第一部后,才想买的第二本,虽然是本小说,却凝聚了职场的风云冷暖,看过的关于职场的书很多,但却只有这两本印象深刻.感觉读过之后很过瘾,从人际关系到专业知识,统统恶补了一遍,最关键的是,它可以给城外的人窥探高墙里面的故事,并时刻准备跻身其中..."
0,读完这套书，作为一个中国人，我很痛苦。为什么中国和美国在差距那么大？为什么还有那么多的中国人在排斥民主、在为腐败的中国官僚体制辩护？痛苦的时候，也看到一种希望，民众也可以真正的拥有自由和民主而不被奴役。中国人应当有一种信念，“阻挡群星闪亮的是一片黑云，黑云不可能永远阻挡星辰”如果你想读书，这套书会是你读过之后绝不后悔的一套书。
1,镜面设计容易留指纹，降价速度太快，从订货到收货 100元没了，缺少原装包。
1,作为一名老师，我已经将这本书作为礼物送给了我刚刚参加完高考的学生，相信会对他们有所启发。
0,优点：价格适中，位置方便； 缺点：房间奇小，怪味刺鼻；周围施工，吵闹非凡。结帐奇慢，开个发票半小时。
0,实在不建议大家住在那里，如果你自己没有车的话，价格贵，位置差，我第一次遇上连车都不帮你叫的酒店。竟然让客人自己提着大箱子走上20分钟去打黑车。 这是我遇上的最差的酒店。如果有零分第一个打给它。
0,很旧，很破，很差，很贵，以后再不住了。订房还要信用卡担保，就是怕别人看到现场改变主意，太恶心了。前台都没有，很差
1,硬盘分1个区实在无法接受。随机的1G内存上vista很吃力，加了2G后飞快。 Vista下无法分区，分区软件都不兼容，没办法换回了XP。
1,黑色的外观，很漂亮，呵呵，总体来看运行速度还可以，屏幕的色彩挺鲜艳的
1,里面的内容都是作为家长在教育孩子的过程中都要要经历的，可看性很强。很有道理，现在我按照里面讲的模仿了些，结果孩子喜欢。特别是阅读这方面，我孩子本来就喜欢听我讲故事，阅读基础是有的。现在增加了点字读书，几天功夫，她也喜欢上点字读书。我不点牢读故事书，她还会觉得奇怪。呵呵！非常实用有值得每个妈妈思考的好书、
1,配置均衡，3dmarker06 测试2405分。电池3小时左右。散热差了点。系统用深度9.0不稳定，会蓝屏。后来改用龙帝国gost 7.50326一切正常。
1,做工还可以，外观也不错！操作起来（我主要只是用来办公）速度也不慢。
1,从同学那儿拿了XP SP2和SP3两张系统盘，我清楚的记得放进光驱里了，可是再打开光驱时却是空的！郁闷、尴尬、恐怖！
0,壳子太薄太嫩，显示屏旁边的塑料壳子用指甲一扣就翘起来了。 用了2个礼拜，划痕很多阿，懒得管了。 无线驱动不在光盘里，华硕的人比我还懒。 键盘里面掉了根大头针拿不出来了。。。
1,屏幕不错，怕麻烦直接装了V系统，用着还不错！电池3小时左右，有几种节电模式可以选！
1,说是五星，房间比较小，网络还是有问题，但是服务人员业务能力比较强，很快搞定
1,"位置不错, 在市中心. 周围吃饭等很方便. 房间一如既往的干净"
0,太重了，女孩子还是真的不要考虑了； 键盘有点浮动； 右边的触摸键有点点鸡肋的感觉；
1,就性价比不错。无Express插槽。键盘键程短手感偏硬。显卡比08年的台式机的显卡差太多了
1,房间超大，噪声巨响，浙江老板，总缺分量。
1,买电脑加元还送条1G的内存，不错，挺便宜的 带摄像头和蓝牙，非常实用
1,就是装驱动很麻烦，对于刚开始用电脑的初学者有难度的，反正我是请同事帮忙搞定的，呵呵。散热不佳，用一会就发烫，电池续电后只能用一小时
0,竟然我的静音按钮的背光不亮了，才买了10多天，不知道能不能换（今天是第15天，要看京东怎么说啦，hoho）。。。 机子做工还是不够细致，和thinkpad差距，嘿嘿，很大。
1,机器的做工还是很不错的，没看出和公司的T60有什么区别，当然用料上还是不一样的，毕竟价格不同
1,性价比高，完美屏，通电时间只有3小时，主板是GM45，京东资料有误，还有蓝牙（这个比较好，省去拆机装蓝牙模块烦恼），硬盘是西数的，西数感觉比日立好，以前49系列用的日立盘每次启动都有咔咔声音，西数听不到。内存是现代的。
1,"总算到货了,等了五天啊,不容易啊!包装不错,抱走,慢慢看!"
1,整体做工尚可，屏幕大有面子，硬盘大够肚量，独立显卡是ati的3430并非3410性能可以，配置够用，上网、看片子完全没问题。用ghostxp装好无需再要装驱动。
0,该酒店太差，卫生条件，服务均差。我入住时大堂内竟然散放着待洗的床单毛巾，乱七八糟，建议协程网取消其加盟资格
1,新机貌似不支持USB启动，只能用光驱安装系统 太容易沾上指纹了 好心疼 电源适配器很容易就烫了 再送个鼠标垫就好了 嘿嘿嘿嘿
0,地段马马乎乎。但这个楼本来就像写字楼一样，大部分都是人家办公的地方，少部分楼层是客房。房间不大，设施也有点旧的样子，早餐更是残不目睹。我真的觉得他能评上3星是奇迹
1,地理位置优越，房间挺温馨，服务不错。商旅选择。
0,电脑一买回来，就发现在家用ADSL上不了网。为此我折腾苦了，深刻感受到京东的电话服务水平实在是太差了，一是电话基本打不通，二是打通了客服人员也只是敷衍你。倒是联想的服务人员还不错，可惜只能上班时间打。
1,AMD芯片组的AHCI驱动很难装啊！问宏?客服，居然叫我不要装，垃圾！没办法换VISTA
0,在老火车站旁，环境不好。感觉房间也不怎么干净，房间里东西也贵。
1,有一点儿重，但还可以接受。 速度没有想象的快，不知道是因为配置上的问题，还是因为Vista系统的缘故。准备加一个内存条再看看。
1,用起来不错，visat系统并没说的那么垃圾，很多软件都装，但要求软件版本较高
1,之前买过一本UK版TWILIGHT 三联买的 109好像太贵了啦！那时太想买了现在看到当当才280，立刻没犹豫就买下刚好放假了 等的那叫一个焦急连睡觉 散步都把手机拿着 生怕漏了送货员的电话唉唉唉 6天后终于来的货 我在顺德 和过几天卓越订的货一起来 估计是送货员偷懒出乎意料 这本twilight比UK 大开很多 纸质也很好的 淡黄色 问起来也很好闻很高兴啦，如果除去等待的痛苦不说……
1,电池使用时间长，上次带在火车上，看了7个多小时的电影，最后人实在熬不住了，电池还是有电。 键盘也很舒服。
1,我一直相信，关于生存技能的书籍每一个人都应该看一看。一旦遇到突发情况，或许你曾经看过的某个细节就能就一个人甚至是一群人的命。人是脆弱的，离开工具的人在大自然里比一只蚂蚁还脆弱，生存技能在这时显得尤为重要。我希望每一个爱读书的人，都能好好看看这方面的书，推荐给亲朋好友也看一看，让每一个人在生命受到威胁时都能做出正确的选择。
1,散热不是很好，不过送的散热器还可以将就用用，到天热的时候再看怎么样了
0,有的地方做工还有待改进，特别是SD插槽的挡板和边缘配合不是很好。
1,酒店的硬件不错，房间相当新，大堂有气派，招待国外客人很合适，虽然位置离市中心远了一点。假如前台的服务态度多一点热诚会更理想。
1,1，做工真的不错，小巧，适合出差用。 2，颜色还是黑色的好，至少做商务用不会觉的不稳重。 3，键盘尺寸还算合适，打字不会按错键。 4，TD的速度比WCDMA是差了一些，但是移动的服务至少比联通，电信强一些，速度无所谓，关键是服务。
1,自带vista系统，不太喜欢。没有XP的驱动，不能装XP。还有就是送的电脑包太小了。
0,酒店周末都系学生情侣入住，噪音实在恐怖，发现很多学生在前台的价格系120元哦.环境，设施实在系太差了!不建议住
1,"一部实用的书,但有些方法要长时间来证明,对药物的说明太少,按穴位说的再详细就更好了,很多读者对这方面以前没有一点经验."
1,顶盖采用了镁铝合金材质，蓝黑色的喷漆外观显得简约大方，整体造型相当稳重方正，蓝色和黑色的搭配相当稳重。
1,硬件不错，服务态度也不错，下次到附近的话还会选择住这里
1,"酒店位置在很市中心的地方,房间也不错,旁边有一个府山公园.早餐品种不是很丰富."
1,这本书真的很好啊，应该打五星，只可惜评分好像无法修改，很有作者的个人风格和简介，能学到不少健康知识，作者您还能再出书吗？要是还出这样的好书，我一定买。谢谢当当热心的顾客推荐，我才能买到这些好书，也谢谢当当，祝好心人合家欢乐，身体健康！~
0,没有预装窗口系统 散热性一般 刚买完就发现现在送正版杀毒软件了
0,酒店位置十分偏远，交通，购物，餐饮极不方便
0,散热较差，2400XT待机状态下60度，CPU也60度，很烫 音箱效果太差，声音太干，这是唯一让我不满的地方 内存是单条1G，要升级成双通道，不好配内存
1,发现 华硕的无线网卡 真的很牛，能收到200m外楼里的无线路由信号，我试过，联想，惠普，戴尔，都没他信号好。本子散热太好了，比我的惠普强百倍，性能没的说。附件很丰富，有屏幕清洁布，电缆扎带，比其他品牌细心
1,我是在买了求医不如求已之后看书中的推荐买的这本书，当时并不太了解书中的内容，买来后基本一口气读完，准备再来读第二遍，书中的理论比较简单可信，我比较认同，其中的养生方法我在学到之后就开始实行，相信将来一定会见到效果。我虽然年纪不大，但我在母亲的影响下，非常重视养生，我的对象也挺信服这本书，觉得不错，可以读一读
1,买的好多搞笑的书都是很牵强的搞笑，在《清空万里》以后再也没有看到真正搞笑的小说了，这本小说让我眼睛一亮。。。女主的乐观与宽容让偶的心都跟着她上上下下，希望她能平安的报酬拐到她的美男老公，总是在情意绵绵的桥段中突然来个大拐弯，让人忍不住爆笑蛮好看的，最近看多了悲文，看这个调剂一下还不错，偶会看第二遍的。。。
1,房间还不错，古典而又现代！前台服务一般，基本见不着笑容！地理位置还不错，尤其是喜欢数码产品的年轻人！
1,太重，装系统只能装XP2的，我的正版xp3都不能装，搞了我半天，晕菜
1,服务态度很好不过似乎水平比不上态度，checkin&out永远是大家抱怨的焦点。据说总部规定要客人自己填写资料了，可以理解，不过厕所不放手纸不知是不是也是公司规定？很狼狈，赫赫。有点怀疑是不是每个角落都打扫了？不然怎么会忘了放厕纸？ 不过干净、卫生一如既往，真的不错，不过希望强化细节。
0,19天硬盘就罢工了~~~算上运来的一周都没用上15天~~~可就是不能换了~~~唉~~~~你说这算什么事呀~~~
0,位置太难找了，房间设施少，功能单一，作为商务间，没有配备电脑，有点遗憾～！
0,1、电池比较差，没有9.5小时，工艺不行，充电到100%还是显示充电，而不是自动停止充电。2、N280的速度不行，不管是启动，还是运行，比较慢。存建3、内议标配2G。4、本本散热不行。5、适配器很热
1,替两个同事订的， 比较满意， 但觉得价格偏高， 在这样的西部小城市像这样的宾馆300-350元含早比较合理。
0,特价房间根本没有窗户，空气十分差，房间设施也十分差，是原来饭馆包房改造的，预定时，携程根本没有对此情况进行告知，十分气愤！！！！
0,B面LOGO处比较热。电源变压器有点热。有点重了，出门带着比较累。
1,地理位置还算可以，酒店房间有点旧，但不影响什么。只是房间的隔音比较差，旁边的进出房间和说话都听得很清楚。有时会影响睡觉。
0,地理位置不好，快到民族路顶头了，太偏，出来周围没有什么吃饭和逛的地方。 酒店房间小，床太小了。 早餐简直太差了，除了凉菜和咸菜，基本没有热菜。而且，8点半刚到，就要撤餐。
1,附加设备都有了，散热还过的去，装xp很顺利，驱动官网都有，快捷都可以使用，cpu个人感觉的够用了。
1,外观配置令我满意。 包装很好，买到的是5.12的机子，经测试，硬盘通电时间才1H 京东商品可信赖
1,除了硬盘小点，赶得上山寨本本啦，屏幕边框太大，有点视觉误区，不过装系统很顺利，价格实惠一个字！！！
1,"用的是Linux系统,一般用户需要重装,缺少蓝牙模块,电池使用时间稍短,发热量较大"
0,不知道我英语太菜，还是的确有缺漏，书翻开的头几页，有一个句子，好像是错的
0,性价比差，酒店诚信更差，尝试住了一次决定不会再住下一次 宾馆反馈 2008年7月7日 ： 客人原订标准双人间，到店后想改为大床房，此两种房型存在价格上的差别，因沟通上的差异造成了双方的误解。我们对此客人表示抱歉和遗憾。
1,明明写的是VISTA高级版，拿到手才发现只是普通版！明明说2点及千克，拿到手变3点几千克了！神奇哦！
1,儿子33个月，是相当喜欢这本书，一个晚就贴完了所有的贴图书的质量我感觉很不错，很满意，纸很厚，孩子贴完想重贴一下，也不会把纸弄坏。书中涵盖的内容很丰富，有点数方面的，有创意方面的，有图形分辨方面，孩子很感兴趣，很容易上手。家长只需配合给孩子讲出图中的要求，孩子就可以完全凭借自己的能力完成这本贴图，很有成就感，鼓励了他的兴趣。
1,"酒店在我最喜欢的跑马地区, 是靠山的,很舒服,不到两分钟步行时间还可以到临近的百家国际超市,那里可以购买到全球各地的新鲜美食. ^_^,扯远了,酒店房间就是小了一点,大家都知道的,香港寸土寸金啦,房间小一点是没有办法的,好在酒店周围环境幽雅,安静,酒店大堂很怀旧英式风格,还有免费巴士到地铁金钟站,价格也有竞争力,总的来说还是比较满意的."
1,LED屏不够艳丽，对比度不足，Multi－touch触控板不好用，容易误操作，真不如普通触控板，A面容易粘指纹，底部后盖不容易拆卸，更换内存要小心
1,VISTA系统过时失败！光分区就折腾半宿。外观大失所忘，前面那些鼓吹外观漂亮或满意的人绝对是在忽悠！塑料感强，打开包装后味道扑面而来；没有一处镀金；显示屏太矮看不惯；烤漆面易脏！电池和二手的差不多！
0,与其说是饭店不如说是招待所。早餐品种少而且质量也不高，最不能令人接受的是盛早餐的餐具（盘子，碗）里面都汪着水。唰过后的水根本就被弄干净，恐怕更提不上消毒。 补充点评 2007年10月8日 ： 哦，忘记了，酒店送水果，这点是不错的。
1,配置对得起这个价格，运行稳定。大气。 到电脑城花了20分钟装了个GOUST版本XP3 该有的驱动都有了，意外！自己就从盘里装了个指纹！ 发货还算快3天到！
1,还不错，就是旁边在修桥，交通不便。服务还不错，早餐丰富，总体够4星标准。
1,总体性价比比较强。2999的价钱买这样的本本也就可以了，回来装了系统感觉很超值。
0,装linux，说明书却是教windows使用，没有linux使用说明，也没有重装系统注意事项提醒，害的我这菜鸟差点新机刚到手还没用就得拿去维修。
1,给女儿买的，我先看了，以为是文学故事，没想到是作者儿时的亲身经历。真羡慕巴学园的孩子啊，对小林校长充满了崇敬之情，真有那么爱孩子懂孩子的老师吗，离我们的现实生活很远&#183;&#183;&#183;&#183;遇到小林校长那样的老师很难，但做个小豆豆妈妈那样的妈妈不太难吧，听过一句话：父母的心是孩子最好的巴学园！
1,4399元买的，比较划算 散热控制的还可以，做工不错，对得起这个价格了
0,酒店周围环境差，内部也很旧，卫生不好，很脏，总之没什么好的，下次决不住这。
1,电源适配器太大，比我T61的要大。这么小的机器，应该配个小的。发热还是有点厉害。
1,性价比高、总体费用还是节约不少的，尤其是只用一般用途（文档编辑、上网等)MM 比较适用。
1,发热量不大，键盘手感不错，笔记本的客服很专业，外观很漂亮，至少比市面上的价格低300-600元左右
1,"酒店房间宽敞整洁,灯光柔和,总体来说还是不错的.前台服务生的态度也很好.只是宽带还需要收费,这点是否应该改进."
1,"觉得还好,很不错的电脑,20号配货给我,然而20号那天降价为何没帮我保值?21号又返现500,我真晕了."
1,1599抢到手，顺道给别人买个东西凑2000，正好抽奖有张2000-100的券用上了，用U盘做系统一次搞定
1,最初看《门第》是在报纸的连载上，也是我第一次看连谏的小说。从看了第一集就被它深深吸引，其实，里面的很多故事、很多情节和场景都是发生在我们自己身上，只是我们深思过后发出一声无奈的叹息，然后继续生活罢了。当然，经过之后，我们还会发展，事情往往不会坏到哪里去的，太阳还会每日东升，和煦的晚风也会如期而至。过日子就是这样。
1,打算送给几位朋友看看。即使是已经工作了的，也有些事情没想明白，所以看看会有好处吧。对在职场上还没经历过什么的人，给点准备的心理空间。工作中总会有不顺，每个人都会沮丧、受打击，但是一切都会过去的，关键是走过之后，事情给你留下了什么。之后的你我，会不会比以前成熟……
1,"我住的是大床房，房间很大，还有一个蛮舒服的沙发。 但宾馆设施比较陈旧,木头上的油漆都剥落了，服务比较好。同意前面的朋友评价的，“至于说的在房间能看到大佛,呵呵,用天文望远镜也许能行!”"
0,"服务太差了,堂堂的五星酒店房间里竟连一双拖鞋也没有,连一般的小旅馆也不如,调来调去调了一个垃圾酒店,让人太失望了."
1,外观不错，快递沟通比较及时。没测试游戏，平时正常使用，硬盘声音不算大，发热量还凑合。
1,触屏上面有一个小突起，弄不掉，硬盘分区是225G+1G+10G，简直是搞笑
1,是我在北戴河附近住过的的比较舒适的饭店，是凯莱管理的，从服务到设施都比较正规。房间有点旧了，但还算整洁，水有点黄，建议多带点瓶装水饮用，环境不错。服务也不错，效率很高。让我比较满意的是餐厅，饭菜口味不错，而且不是很贵，还专门为小宝宝们准备了塑料的餐具，很周到。
1,屏幕的长宽比例太奇怪，看了很不爽！ 镜面感太强，还是喜欢亚光的。 分区。。。太晕了！要把所有东西放在C盘！！ 真想不通HP怎么想的。。。
0,差，房间怎么样我不清楚。是给客人订的，一月份的天气，听客人说居然没有暖气供应。好像是说入住的人少了， 暖气给关掉了，怎么有这样的宾馆。
1,陈丹燕是我喜欢的女作家之一，喜欢她用淡淡的笔调来写真实的人和她们梦幻般的人生。可《我的妈妈是精灵》是9岁的女儿自己上当当网选的书。到货后，孩子直说好，并要求我看，本是应付孩子的要求。未料一拿到书，我竟爱不释手，一口气读完为止。好书！还是淡淡的语气，饱含真情，笔下的人物心思细腻，充满爱心。心理活动方面更是成功。是一本教孩子爱人、理解人的好书！
1,1，摄像头130W像素，QQ视频不是特别清晰 2，显示屏从侧面将近180度曲看发现有漏光 3，vista系统开机是慢了点 4，最严重的是带的电源适配器，总“吱吱”响，很吵，强烈要求换个！！
1,感觉还不错，房间干净，舒服，具有五星酒店的质数，服务态度还可以，因为觉得服务员有点冷淡。最不好的是地方比较偏，酒店所处位置说得好听的是新城区，直白的就是差不多就是郊区了，好在汕头并不大，到市区繁华的地方也花不了多少时间。另外，酒店附近有一间酒楼，名字叫快活海鲜城，不错。装修上档次，但价钱不贵，出品好，值得推荐。
1,三部曲都读完了，暗夜精灵一万年以前都做了一些什么也都了解了一些．说什么呢？作者的构思其实挺不错的．伊利丹的痴迷于恶魔的魔法，高精灵族的趋向，德鲁伊的诞生．还有暗夜精灵的男人为什么那么少，在书中都有答案．读到蓝龙一族的未来，其实挺伤感的，未来一万年，这些生物都处于灭绝的边缘，死去的蓝龙后来都变成了天灾的冰霜巨龙了．书写地不错．
1,开始在网上看到连载该书，觉得不错，决定买来认真读读。拿到新书，书封暗红底纹，暗藏着危机预警。用心读完，觉得全书人物个性鲜明，故事性也比较强。不错，不错，实在是难得的好书。
1,刚买的时候没发现 笔记本后盖隆起 估计没盖好后盖 螺丝钉就拧上了 退换货太太太麻烦了 时间成问题 自己忍了 找个螺丝刀自己拆了机子修好了 给这笔记本配这些装备 如电脑包屏幕膜可着实费了不少功夫
1,上网本中还算不错的配置，2999特价时抢的，这一次是自提的，目前没有看出什么问题，希望能够保持下去。电池大概能维持6个多小时，不是8个小时。屏幕小，但是这是肯定的
0,XP的驱动很难搞，最后找齐了，可惜声卡一直不大好，驱动换了几个还是有破音现象.....
0,买的时候忘了看了 回去发现没鼠标，应该有的吧 装了xp 有点问题 还在重装中
0,"宾馆背面就是省道,交通是方便的,停车场很大也很方便,但晚上尤其半夜路过的汽车声音很响,拖拉机的声音平均15分钟出现一次,影响休息.建议要入住此宾馆的朋友一定要选南面的房间,这样可以远离点噪音."
1,字有点小，键盘白色部位做工没有黑色屏幕那里好，触摸键太灵一不小心就碰到，散热一般，玩了四个小时极品比较烫-。-！
1,"关合和正面有1厘米左右的缝隙,内存是从正面拆开触摸板安装的,有点不顺手."
1,LINUX的系统，装XP不好装，外接电视有死机现象，可能是我不会弄。另外配置有很多种，安装系统的时候不知道选哪种驱动……
0,入住了，马上到“十一”了，千万不要入住这家酒店！尤其是自家车的朋友们！我的车停在他们的地下车场，被划得是面目全非！到现在酒店都没有给一个说法。说停车场归物业管，停车除了问题找物业公司。房间调了三次才达到预定的标准！说是五星级，其实都是在装修，我看是目标五星级。
1,淡紫色+白色的钢琴烤漆很漂亮，键盘上部五个触摸快捷键背景灯做的相当漂亮！附带软件比较充足，有送一年免费的杀毒软件，驱动和VISTA光盘都有。摄像头130万的非常清晰，插值可上500万。触摸板手感非常好，与托手区过渡很好！指纹，蓝牙，读卡器，无线，要什么有什么，连现在不常用的modem都有……
1,左侧usb接口靠的太近，外接设备大点。就不能同时插。光驱声音不是一般的大啊。 手写软件是鸡肋，没什么用。Express扩展卡插槽不是通用型，难道是以后的趋势。以前买无线网卡不能用了。
1,在读了《夏洛的网》后我认识了一个可以度过几个春秋天的猪（这本书的２主角）——威尔伯。当然还有主角——夏洛．阿．卡瓦蒂卡——一只蜘蛛。她用她的一生让威尔伯度过了几个春秋。当她在生命的最后一刻，孵化出了她的孩子：五百十四个孩子（小蜘蛛）并让威尔伯带回农场。我觉得这本书可以说是一个动物世界了（当然许多动物没有在这本书中提到，只有我们常见的动物）
0,硬盘用了4，5天就坏了，想换新机，京东说要把整机寄回北京，太麻烦，只好在天津本地维修点换了块硬盘
0,官方给的驱动是在是不敢恭维，刚买来的机子就已经玩游戏很卡了，害我自己到显卡的官方网下载最新的，之后就玩起来比较爽。
0,外壳做工有点茶，有些地方有毛边，出现一次花屏，不知道会不会再出现
1,屏幕和主机连接的轴承感觉好脆弱啊，让我都不敢大开大合了，可能是我以前用IBM的习惯了吧，总感觉这机器的塑料壳和轴承都好脆弱。
1,跑冰封王座蓝屏了，还是散热不行，经典的老游戏还是都没问题的 电池没有说的待机时间那么长
1,BIOS设置非常好！为了方便用户更换新的系统，在BIOS里设置了一键抹除硬盘所有内容！方便了不适用随机系统的人更换新系统！
0,麦克风和喇叭有共鸣，合上盖子后有尖锐的噪音，软件调节无效，是设计瑕疵 LED屏幕色彩通病：偏红 边角处理的一般，顶盖强度稍差
1,对得起3799这个价格，主板差了，所以便宜，不过该有的都有的，玩玩一般游戏也可以了
1,酒店门口时条单行道，外出有些不方便！其他还行
1,要是预装XP就好了，这个系统实在是用不来。都说系统难装，那我明天带到公司找个懂行的人来弄。
1,HP的品牌，质量应该算过的去，只是比较便宜，更有优势，买之前已经做了多方比较，最后选择的541，虽然花哨的东西少了些，但是都是比较实用有，算是比较强悍的U，2G的内存，独显，都中规中举的配置，
0,"携程提供的160元的普通标间没有任何竞争力,房间设施一般,床单破损,服务也一般.商务豪华标间部分房间不是没有电脑,便是电脑只是摆设,连启动都不能.我在升级更换房间时便三易房间才能够正常入住.期待改进."
